1,0.00
2,0.00
3,0.00
4,10.74
5,10.74
6,10.74
7,10.74
8,10.74
9,10.74
10,10.74
11,10.74
12,10.74
13,10.74
14,10.74
15,10.74
16,10.74
17,10.74
18,10.74
19,10.74
20,10.74
21,0.00
22,0.00
23,0.00
24,10.74
25,10.74
26,10.74
27,10.74
28,10.74
29,10.74
30,10.74
31,10.74
32,10.74
33,10.74
34,10.74
35,10.74
36,10.74
37,10.74
38,10.74
39,10.74
40,10.74
41,10.74
42,10.74
43,10.74
44,10.74
45,10.74
46,10.74
47,10.74
48,10.74
49,10.74
50,10.74
51,10.74
52,10.74
53,10.74
54,10.74
55,10.74
56,10.74
57,10.74
58,10.74
59,10.74
60,10.74
61,10.74
62,0.00
63,0.00
64,0.00
65,0.00
66,0.00
67,0.00
68,0.00
69,0.00
70,0.00
71,0.00
72,0.00
73,0.00
74,0.00
75,0.00
76,0.00
77,0.00
78,0.00
79,0.00
80,0.00
81,0.00
82,0.00
83,10.74
84,0.00
85,0.00
86,0.00
87,0.00
88,0.00
89,0.00
90,0.00
91,0.00
92,0.00
93,0.00
94,0.00
95,0.00
96,0.00
97,0.00
98,0.00
99,0.00
100,0.00
101,0.00
102,0.00
103,0.00
104,10.74
105,0.00
106,0.00
107,10.74
108,10.74
109,10.74
110,10.74
111,10.74
112,10.74
113,10.74
114,10.74
115,10.74
116,10.74
117,10.74
118,10.74
119,10.74
120,10.74
121,10.74
122,10.74
123,10.74
124,10.74
125,10.74
126,10.74
127,10.74
128,10.74
129,10.74
130,10.74
131,10.74
132,10.74
133,10.74
134,10.74
135,10.74
136,10.74
137,10.74
138,10.74
139,10.74
140,10.74
141,10.74
142,10.74
143,10.74
144,10.74
145,10.74
146,0.00
147,0.00
148,0.00
149,0.00
150,0.00
151,0.00
152,0.00
153,0.00
154,0.00
155,0.00
156,0.00
157,0.00
158,0.00
159,0.00
160,0.00
161,0.00
162,0.00
163,0.00
164,0.00
165,0.00
166,0.00
167,0.00
168,0.00
169,0.00
170,0.00
171,0.00
172,0.00
173,0.00
174,0.00
175,0.00
176,0.00
177,0.00
178,0.00
179,10.74
180,10.74
181,10.74
182,10.74
183,10.74
184,10.74
185,10.74
186,10.74
187,10.74
188,10.74
189,10.74
190,10.74
191,0.00
192,0.00
193,0.00
194,0.00
195,0.00
196,0.00
197,0.00
198,10.74
199,10.74
200,10.74
201,0.00
